,Make,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
6176,GMC,2001,0,190.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,2dr SUV,20,15,549,22170
6177,GMC,2001,0,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,14,549,30225
6178,GMC,2001,0,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,15,549,28225
6179,GMC,2001,0,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,14,549,33920
6180,GMC,2001,0,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,14,549,28770
6181,GMC,2001,0,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,15,549,29925
6182,Dodge,2015,0,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,33295
6183,Dodge,2015,0,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,33295
6184,Dodge,2015,0,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,27395
6185,Dodge,2015,0,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,28695
6186,Dodge,2015,0,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,19,1851,26595
6187,Dodge,2015,0,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,19,1851,23495
6188,Dodge,2015,0,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,29995
6189,Dodge,2015,0,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,19,1851,25195
6190,Dodge,2015,0,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,19,1851,20695
6191,Dodge,2015,0,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,17,1851,31395
6192,Dodge,2015,0,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,17,1851,31395
6193,Dodge,2016,0,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,19,1851,27395
6194,Dodge,2016,0,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,19,1851,26295
6195,Dodge,2016,0,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,26595
6196,Dodge,2016,0,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,33695
6197,Dodge,2016,0,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,28395
6198,Dodge,2016,1,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,17,1851,31795
6199,Dodge,2016,0,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,30895
6200,Dodge,2016,0,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,19,1851,20995
6201,Dodge,2016,0,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,19,1851,24895
6202,Dodge,2016,0,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,29795
6203,Dodge,2017,0,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,19,1851,20995
6204,Dodge,2017,0,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,33695
6205,Dodge,2017,0,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,19,1851,26295
6206,Dodge,2017,0,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,29795
6207,Dodge,2017,1,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,17,1851,31795
6208,Dodge,2017,0,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,30995
6209,Dodge,2017,0,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,26595
6210,Dodge,2017,0,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,19,1851,27495
6211,Dodge,2017,0,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,28395
6212,Dodge,2017,0,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,19,1851,24895
6213,Nissan,2015,0,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,28,2009,25240
6214,Nissan,2015,0,215.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,25,2009,28020
6215,Nissan,2015,0,211.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,29,25,2009,30020
6216,Nissan,2015,0,188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,31,26,2009,26940
6217,Nissan,2015,0,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,28,2009,20250
6218,Nissan,2015,0,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,28,2009,22300
6219,Nissan,2015,0,188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,31,26,2009,24150
6220,Nissan,2015,0,188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,31,26,2009,22100
6221,Nissan,2015,0,188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,31,26,2009,27230
6222,Nissan,2015,0,188.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,28,2009,24830
6223,Nissan,2016,0,188.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,28,2009,24830
6224,Nissan,2016,0,188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,31,26,2009,22100
6225,Nissan,2016,0,211.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,25,2009,28020
6226,Nissan,2016,0,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,28,2009,22300
6227,Nissan,2016,0,188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,31,26,2009,24150
6228,Nissan,2016,0,188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,31,26,2009,26940
6229,Nissan,2016,0,215.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,29,25,2009,30020
6230,Nissan,2016,0,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,28,2009,20250
6231,Nissan,2016,0,188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,31,26,2009,27230
6232,Nissan,2016,0,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,28,2009,25240
6233,Nissan,2017,0,215.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,26,2009,28020
6234,Nissan,2017,0,188.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,27,2009,24830
6235,Nissan,2017,0,211.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,29,25,2009,30020
6236,Nissan,2017,0,188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,30,26,2009,27230
6237,Nissan,2017,0,188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,30,26,2009,26940
6238,Nissan,2017,0,188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,30,26,2009,24400
6239,Nissan,2017,0,188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,30,26,2009,22100
6240,Nissan,2017,0,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,28,2009,20250
6241,Nissan,2017,0,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,28,2009,22550
6242,Nissan,2017,0,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,28,2009,25240
6243,Subaru,1992,0,73.0,3.0,MANUAL,four wheel drive,2.0,Compact,2dr Hatchback,29,24,640,2000
6244,Subaru,1992,0,73.0,3.0,MANUAL,four wheel drive,4.0,Compact,4dr Hatchback,29,24,640,2000
6245,Subaru,1992,0,66.0,3.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,28,640,2000
6246,Subaru,1992,0,73.0,3.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,28,640,2000
6247,Subaru,1993,0,73.0,3.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,32,28,640,2000
6248,Subaru,1993,0,73.0,3.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,28,640,2000
6249,Subaru,1993,0,73.0,3.0,MANUAL,four wheel drive,4.0,Compact,4dr Hatchback,29,24,640,2000
6250,Subaru,1993,0,73.0,3.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,28,640,2000
6251,Subaru,1994,0,73.0,3.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,28,640,2000
6252,Subaru,1994,0,73.0,3.0,MANUAL,four wheel drive,4.0,Compact,4dr Hatchback,29,24,640,2000
6253,Infiniti,2013,0,265.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,24,18,190,41250
6254,Infiniti,2013,0,265.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,23,18,190,42650
6255,Kia,2015,0,420.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23,15,1720,59900
6256,Kia,2015,0,420.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23,15,1720,54500
6257,Kia,2016,0,311.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,26,17,1720,49000
6258,Kia,2016,0,420.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23,15,1720,61900
6259,Kia,2016,0,311.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,26,17,1720,54900
6260,Suzuki,2011,0,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,23,481,21049
6261,Suzuki,2011,0,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,23,481,22049
6262,Suzuki,2011,0,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,23,481,24149
6263,Suzuki,2011,0,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,22,481,27299
6264,Suzuki,2011,0,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,22,481,23399
6265,Suzuki,2011,0,185.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,29,20,481,24849
6266,Suzuki,2011,0,185.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,29,20,481,23049
6267,Suzuki,2011,0,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,23,481,25949
6268,Suzuki,2011,0,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,30,23,481,22099
6269,Suzuki,2011,0,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,22,481,25499
6270,Suzuki,2011,0,185.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,31,21,481,18999
6271,Suzuki,2012,0,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,23,481,23899
6272,Suzuki,2012,0,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,22,481,25249
6273,Suzuki,2012,0,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,22,481,27549
6274,Suzuki,2012,0,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,23,481,22299
6275,Suzuki,2012,0,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,22,481,23649
6276,Suzuki,2012,0,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,22,481,25749
6277,Suzuki,2012,0,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,23,481,24399
6278,Suzuki,2012,0,185.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,31,21,481,18999
6279,Suzuki,2012,0,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,23,481,26199
6280,Suzuki,2012,0,185.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,29,20,481,25099
6281,Suzuki,2012,0,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,23,481,20999
6282,Suzuki,2012,0,185.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,29,20,481,22249
6283,Suzuki,2012,0,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,22,481,27549
6284,Suzuki,2012,0,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,23,481,26199
6285,Suzuki,2012,0,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,30,23,481,22349
6286,Suzuki,2013,0,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,23,481,25799
6287,Suzuki,2013,0,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,23,481,21749
6288,Suzuki,2013,0,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,22,481,23249
6289,Suzuki,2013,0,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,22,481,28999
6290,Suzuki,2013,0,185.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,29,20,481,19999
6291,Suzuki,2013,0,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,22,481,27199
6292,Buick,2015,0,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,36,25,155,35725
6293,Buick,2015,1,304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,18,155,31065
6294,Buick,2015,1,304.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,26,17,155,40500
6295,Buick,2015,1,304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,18,155,39970
6296,Buick,2015,0,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,36,25,155,33635
6297,Buick,2015,1,304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,18,155,38025
6298,Buick,2015,1,304.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,26,17,155,38730
6299,Buick,2016,1,304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,18,155,34065
6300,Buick,2016,1,304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,18,155,40145
6301,Buick,2016,1,304.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,26,17,155,38905
6302,Buick,2016,1,304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,18,155,35900
6303,Buick,2016,1,304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,18,155,33810
6304,Buick,2016,1,304.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,26,17,155,40675
6305,Buick,2016,1,304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,18,155,38200
6306,Buick,2016,1,304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,18,155,31065
6307,Buick,2017,0,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,31,21,155,36065
6308,Buick,2017,0,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,31,21,155,38665
6309,Buick,2017,0,310.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,20,155,43265
6310,Buick,2017,0,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,31,21,155,32065
6311,Buick,2017,0,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,31,21,155,41065
6312,Mitsubishi,2013,0,291.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,Sedan,22,17,436,37895
6313,Mitsubishi,2013,0,291.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,23,17,436,34695
6314,Mitsubishi,2014,0,291.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,Sedan,22,17,436,38195
6315,Mitsubishi,2014,0,291.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,23,17,436,34995
6316,Mitsubishi,2015,0,303.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,23,17,436,37995
6317,Mitsubishi,2015,0,291.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,23,17,436,34495
6318,Mitsubishi,2015,0,291.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,Sedan,22,17,436,38995
6319,Mitsubishi,2012,0,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,29,22,436,21345
6320,Mitsubishi,2012,0,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,24,436,18395
6321,Mitsubishi,2013,0,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,24,436,18495
6322,Mitsubishi,2013,0,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,29,22,436,21495
6323,Mitsubishi,2014,0,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,29,22,436,21945
6324,Mitsubishi,2014,0,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,32,24,436,18595
6325,Mitsubishi,2015,0,148.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,34,25,436,17395
6326,Mitsubishi,2015,0,237.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,Sedan,25,18,436,29495
6327,Mitsubishi,2015,0,168.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,31,22,436,20595
6328,Mitsubishi,2015,0,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,30,23,436,21595
6329,Mitsubishi,2015,0,168.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,29,22,436,20995
6330,Mitsubishi,2015,0,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,34,26,436,18295
6331,Mitsubishi,2016,0,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,35,27,436,18595
6332,Mitsubishi,2016,0,168.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,31,23,436,20995
6333,Mitsubishi,2016,0,148.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,34,24,436,17595
6334,Mitsubishi,2016,0,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,31,24,436,23495
6335,Mitsubishi,2016,0,168.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,31,22,436,22495
6336,Mitsubishi,2016,0,168.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,31,23,436,19995
6337,Mitsubishi,2016,0,168.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,31,23,436,21995
6338,Mitsubishi,2017,0,168.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,30,23,436,20295
6339,Mitsubishi,2017,0,168.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,30,23,436,21095
6340,Mitsubishi,2017,0,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,34,27,436,18795
6341,Mitsubishi,2017,0,148.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,33,24,436,17795
6342,Mitsubishi,2017,0,168.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,30,23,436,22095
6343,Toyota,2015,0,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,13,2031,80155
6344,Toyota,2016,0,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,13,2031,83825
6345,Toyota,2017,0,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,13,2031,84325
6346,Maybach,2011,0,620.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Convertible,16,10,67,1380000
6347,Maybach,2012,0,620.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Convertible,16,10,67,1382750
6348,Plymouth,1992,0,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,29,21,535,2000
6349,Plymouth,1992,0,135.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,26,19,535,2000
6350,Plymouth,1992,0,195.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,26,19,535,2000
6351,Plymouth,1992,0,195.0,4.0,MANUAL,all wheel drive,2.0,Compact,2dr Hatchback,23,18,535,2000
6352,Plymouth,1993,0,195.0,4.0,MANUAL,all wheel drive,2.0,Compact,2dr Hatchback,23,18,535,2000
6353,Plymouth,1993,0,195.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,26,19,535,2000
6354,Plymouth,1993,0,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,29,21,535,2000
6355,Plymouth,1993,0,135.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,26,19,535,2000
6356,Plymouth,1994,0,195.0,4.0,MANUAL,all wheel drive,2.0,Compact,2dr Hatchback,23,18,535,2000
6357,Plymouth,1994,0,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,29,21,535,2000
6358,Plymouth,1994,0,195.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,26,19,535,2000
6359,Plymouth,1994,0,135.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,26,19,535,2000
6360,Chrysler,1993,0,141.0,6.0,MANUAL,front wheel drive,2.0,Compact,Coupe,26,17,1013,2000
6361,Chrysler,1993,0,141.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,26,18,1013,2000
6362,Chrysler,1993,0,100.0,4.0,UNKNOWN,front wheel drive,2.0,Compact,Coupe,26,21,1013,2000
6363,Chrysler,1993,0,141.0,6.0,MANUAL,front wheel drive,2.0,Compact,Convertible,24,17,1013,2000
6364,Chrysler,1993,0,100.0,4.0,UNKNOWN,front wheel drive,2.0,Compact,Convertible,24,18,1013,2000
6365,Chrysler,1993,0,141.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,26,18,1013,2000
6366,Chrysler,1993,0,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,26,21,1013,2000
6367,Chrysler,1993,0,141.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,26,18,1013,2000
6368,Chrysler,1994,0,141.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,26,18,1013,2000
6369,Chrysler,1994,0,142.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,24,18,1013,2000
6370,Chrysler,1994,0,142.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,26,18,1013,2000
6371,Chrysler,1995,0,141.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,26,18,1013,2000
6372,Pontiac,1991,0,74.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,34,25,210,2000
6373,Pontiac,1991,0,74.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,36,27,210,2000
6374,Pontiac,1991,0,74.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,36,27,210,2000
6375,Pontiac,1992,0,74.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,34,24,210,2000
6376,Pontiac,1992,0,74.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37,26,210,2000
6377,Pontiac,1992,0,74.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,37,26,210,2000
6378,Pontiac,1993,0,74.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37,26,210,2000
6379,Pontiac,1993,0,74.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,34,24,210,2000
6380,Pontiac,1993,0,74.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,37,26,210,2000
6381,Nissan,2014,3,249.39736330600866,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,101,126,2009,35020
6382,Nissan,2014,3,249.39736330600866,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,101,126,2009,32000
6383,Nissan,2014,3,249.39736330600866,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,101,126,2009,28980
6384,Nissan,2015,3,249.39736330600866,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,101,126,2009,32100
6385,Nissan,2015,3,249.39736330600866,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,101,126,2009,35120
6386,Nissan,2015,3,249.39736330600866,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,101,126,2009,29010
6387,Nissan,2015,3,249.39736330600866,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,101,126,2009,32000
6388,Nissan,2016,3,249.39736330600866,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,101,126,2009,29010
6389,Nissan,2016,3,249.39736330600866,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,101,124,2009,34200
6390,Nissan,2016,3,249.39736330600866,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,101,124,2009,36790
6391,Subaru,2015,0,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,36,26,640,26495
6392,Subaru,2015,0,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,28,20,640,29595
6393,Subaru,2015,0,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,36,26,640,26795
6394,Subaru,2015,0,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,36,26,640,23495
6395,Subaru,2015,0,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,36,26,640,21995
6396,Subaru,2015,0,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,36,26,640,23795
6397,Subaru,2015,0,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,36,26,640,21695
6398,Subaru,2016,0,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,36,26,640,21745
6399,Subaru,2016,0,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,36,26,640,26845
6400,Subaru,2016,0,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,20,640,29945
6401,Subaru,2016,0,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,36,26,640,23845
